OBJECTID,GRID_ID,pr,Shape__Area,Shape__Length
917,BC-65,661.354797363,0.0198182271595613,0.583227784049256
918,BD-65,702.316955566,0.0198171154953855,0.583212988113614
919,BE-65,743.790161133,0.019816040570845,0.583200153880408
920,BF-65,679.72467041,0.0198146444042457,0.583183349282914
921,BG-65,704.109985352,0.0198128035176666,0.583159820117038
922,BH-65,779.030273438,0.019810703212352,0.583133597856926
923,BI-65,764.24786377,0.0198083878486308,0.583105735676268
924,U-64,1412.938964844,0.0197461648735953,0.582653425921039
925,V-64,1087.469604492,0.0197544097280229,0.58275730531684
926,W-64,1072.145629883,0.0197623889995668,0.582857713033046
927,X-64,1078.219238281,0.0197701020696286,0.582954653376009
928,Z-64,1117.13269043,0.0197847272297338,0.583138148781034
929,AA-64,1209.892822266,0.0197916381821983,0.583224712048823
930,AB-64,1084.367797852,0.0197982806581365,0.583307824341529
931,AC-64,1229.822143555,0.0198046541393353,0.583387489518768
932,AD-64,1571.233032227,0.0198107581281306,0.583463711331591
933,AL-64,1502.225097656,0.0198445080777958,0.58387130986054
934,AS-64,1625.048706055,0.0198646862700826,0.584122028187344
935,AT-64,1681.275878906,0.0198665278805521,0.584145667382676
936,AU-64,1492.689331055,0.0198679776537318,0.58416359507821
937,AV-64,1388.225097656,0.0198690429655244,0.584175701254047
938,AW-64,1677.086303711,0.0198698464302538,0.584185068222812
939,AX-64,1956.279052734,0.0198707649530405,0.58419812101233
940,AY-64,1671.486572266,0.0198709681169333,0.584199886402414
941,AZ-64,1297.331298828,0.019870998069706,0.584200141685657
942,BA-64,965.253234863,0.0198708082356802,0.584197445454805
943,BB-64,713.892028809,0.0198703827312627,0.584192081717874
944,BC-64,688.824035645,0.0198697118012845,0.584184166139194
945,BD-64,856.684936523,0.0198686292564858,0.584170505732094
946,BE-64,871.619812012,0.0198672821337595,0.584153914140174
947,BF-64,783.248413086,0.0198656761113263,0.584134496753801
948,BG-64,855.814147949,0.0198637780995057,0.584110807498674
949,BH-64,771.242004395,0.0198617665248371,0.584085902914386
950,T-63,1553.653808594,0.0197884661316721,0.583503836054359
951,U-63,1303.775268555,0.0197970307421258,0.583611446650525
952,V-63,1115.297363281,0.0198053287390678,0.583715570601389
953,W-63,1240.048706055,0.0198133594763306,0.583816212503225
954,X-63,1177.016723633,0.0198211223279259,0.583913376878809
955,Y-63,861.465393066,0.0198286166878177,0.584007068170225
956,Z-63,940.282653809,0.0198358419700639,0.58409729073163
957,AA-63,1001.91583252,0.0198427976093001,0.584184048822367
958,AB-63,941.199768066,0.0198494830605114,0.584267346600209
959,AC-63,1004.641845703,0.0198558977992036,0.584347188114755
960,AD-63,1167.953857422,0.0198620413215451,0.584423577300963
961,AE-63,1052.967895508,0.0198679131445942,0.584496517973
962,AF-63,892.246948242,0.0198735128063277,0.584566013818174
963,AL-63,1141.577026367,0.0198959386871707,0.584829576987131
964,AR-63,1328.77331543,0.0199143887140565,0.585057622639093
965,AS-63,2154.161865234,0.01991662776949,0.585086911907222
966,AT-63,2463.250488281,0.0199182811947765,0.585107953072126
967,AU-63,1859.543701172,0.0199196643665118,0.585125051438452
968,AV-63,1750.595703125,0.0199207532865557,0.585137746463342
969,AW-63,1779.807739258,0.0199216280971939,0.585148173982764
970,AX-63,1870.138305664,0.0199223478182518,0.585157858424402
971,AY-63,1620.17980957,0.0199226095705143,0.585160547590568
972,AZ-63,1256.630004883,0.0199228506994658,0.585163584420169
973,BA-63,916.022338867,0.0199226561059191,0.5851606091456
974,BB-63,685.443725586,0.019922132908512,0.585153904337164
975,BC-63,697.968200684,0.0199213556560451,0.585144275655423
976,BD-63,905.963562012,0.0199204519917622,0.585133963859394
977,BE-63,1099.856079102,0.0199189676791285,0.585114705601006
978,BF-63,1041.255004883,0.019917570318686,0.585098506936216
979,BG-63,912.734436035,0.0199157149244122,0.585075530676781
980,BH-63,824.807678223,0.0199133499149546,0.585045997894386
981,S-62,1377.836547852,0.0198307222698872,0.584356672164765
982,T-62,1430.972412109,0.0198396099360707,0.584468037818624
983,U-62,1174.588378906,0.0198482299750822,0.584575901334385
984,V-62,1226.951660156,0.0198565817130998,0.584680267606913
985,W-62,1204.273193359,0.0198646644963958,0.584781141460535
986,X-62,1200.641723633,0.0198724776911092,0.584878527641329
987,Y-62,990.904968262,0.0198800206839849,0.584972430809677
988,Z-62,876.592346191,0.0198872928822311,0.585062855532935
989,AA-62,841.138977051,0.0198942937133779,0.585149806278144
990,AB-62,846.821411133,0.0199010226258736,0.585233287405056
991,AC-62,897.936401367,0.0199074790888289,0.585313303159293
992,AD-62,983.053527832,0.0199136625924439,0.585389857665708
993,AE-62,995.264953613,0.0199195726477797,0.585462954921952
994,AF-62,889.07989502,0.0199252087871571,0.585532598792172
995,AR-62,1679.507568359,0.0199659214596011,0.586019737276645
996,AS-62,3061.056640625,0.0199683842694753,0.586052520992203
997,AT-62,3148.373779297,0.0199702324980393,0.586074992067375
998,AU-62,2702.388671875,0.0199716596469841,0.58609199414197
999,AV-62,2157.719726562,0.0199728320892092,0.58610617779512
1000,AW-62,1429.123901367,0.0199737949741774,0.586118139872658
1001,AX-62,1222.701538086,0.0199743279143902,0.586124335523957
1002,AY-62,1291.467163086,0.0199746701708463,0.586128365897934
1003,AZ-62,1059.483154297,0.0199747985843928,0.586130064848383
1004,BA-62,803.277709961,0.0199746423910554,0.586127990277264
1005,BB-62,677.036010742,0.0199743008887694,0.586123976818407
1006,BC-62,634.662841797,0.0199733656740548,0.586111018495099
1007,BD-62,681.525817871,0.0199725678871658,0.586102511759414
1008,BE-62,876.818908691,0.0199710068950445,0.586081867546854
1009,BF-62,872.604797363,0.0199698243601247,0.586070092117042
1010,BG-62,764.810302734,0.0199677008282837,0.586043035175353
1011,S-61,1298.520751953,0.019882144005237,0.585327108217354
1012,T-61,1412.828369141,0.0198910894238509,0.585438735299598
1013,U-61,1189.873779297,0.0198997655174651,0.585546849399553
1014,V-61,1298.773925781,0.0199081716040155,0.585651455651893
1015,W-61,1232.637329102,0.0199163070218447,0.585752559116119
1016,X-61,1106.854125977,0.0199241711294746,0.585850164768795
1017,Y-61,1151.851318359,0.019931763306289,0.585944277495607
1018,Z-61,1010.036071777,0.0199390829519928,0.586034902083808
1019,AA-61,866.501037598,0.0199461294875505,0.58612204321476
1020,AC-61,895.00958252,0.0199594010152566,0.586285893257504
1021,AD-61,972.188842773,0.019965624954267,0.586362610938038
1022,AE-61,985.778259277,0.0199715736763721,0.586435862685313
1023,AF-61,899.232971191,0.0199772467082653,0.586505652546053
1024,AR-61,1432.579223633,0.0200184806393509,0.586997473835455
1025,AS-61,2013.82421875,0.0200207816464939,0.58702626257723
1026,AT-61,2177.230224609,0.0200227384989233,0.587050783644306
1027,AU-61,1846.709594727,0.0200240731503527,0.587066414533305
1028,AV-61,1285.946899414,0.0200251709322004,0.587079399354877
1029,AW-61,1049.57421875,0.0200262148409251,0.58709341178379
1030,AX-61,1469.236694336,0.0200266657714252,0.587098036308821
1031,AY-61,1310.073486328,0.0200269849807739,0.587101655127495
1032,AZ-61,934.063598633,0.0200270744252364,0.587102552605452
1033,BA-61,748.268249512,0.0200270259933149,0.587102693072691
1034,BB-61,689.956787109,0.020026546759027,0.587096941768333
1035,BC-61,647.329833984,0.0200254909361561,0.587082061037657
1036,BD-61,610.012817383,0.0200247149252846,0.587074456268087
1037,BE-61,664.698181152,0.0200232902458595,0.587056168130417
1038,S-60,1323.34753418,0.0199339037416451,0.586304102723124
1039,T-60,1316.107666016,0.0199429075664739,0.586415988798654
1040,U-60,1391.889648438,0.0199516403497171,0.586524351034702
1041,V-60,1422.703125,0.0199601014010113,0.586629194813316
1042,W-60,1182.971191406,0.0199682900505138,0.586730525436718
1043,X-60,1174.99987793,0.0199762056491579,0.586828348119109
1044,Y-60,1252.238647461,0.0199838475685681,0.586922667978686
1045,Z-60,1060.775146484,0.0199912152013155,0.58701349002965
1046,AA-60,922.880432129,0.0199983079610604,0.587100819174482
1047,AC-60,899.567749023,0.0200116666221106,0.587265017752483
1048,AD-60,1120.659423828,0.0200179314571756,0.58734189636547
1049,AE-60,1030.601806641,0.0200239192868992,0.587415300417931
1050,AR-60,1121.609375,0.0200712478800682,0.587979842533375
1051,AS-60,1304.282104492,0.0200732144271711,0.588002965466149
1052,AT-60,1708.822998047,0.0200752050490252,0.588028111771434
1053,AU-60,1290.394287109,0.0200767766987013,0.588047327990634
1054,AV-60,965.710510254,0.0200778136689621,0.588059087654784
1055,AW-60,1381.910644531,0.0200789289468872,0.588073966052423
1056,AX-60,1698.96875,0.0200794322587328,0.588079090512346
1057,AY-60,1379.777709961,0.0200797961371109,0.588083288566345
1058,AZ-60,1049.337646484,0.0200799253723289,0.588084699570166
1059,BA-60,814.203979492,0.0200798444449291,0.588084296244238
1060,BB-60,724.962524414,0.0200793407405939,0.588078236844058
1061,BC-60,737.112976074,0.0200781976994833,0.588062575455712
1062,T-59,2150.468505859,0.0199950673708429,0.587399859394397
1063,U-59,1647.881225586,0.0200038574880068,0.587508467202616
1064,V-59,1286.442138672,0.0200123741292373,0.587613545939198
1065,W-59,1244.285522461,0.0200206166163355,0.587715101156735
1066,X-59,1426.390136719,0.0200285842925041,0.587813138314714
1067,Y-59,1431.183959961,0.0200362765214663,0.587907662771123
1068,Z-59,1362.485717773,0.0200436926885175,0.587998679774321
1069,AA-59,1062.568725586,0.0200508321999848,0.588086194455046
1070,AB-59,923.894348145,0.0200576944839099,0.588170211818572
1071,AC-59,940.870849609,0.0200642789896506,0.588250736737109
1072,AD-59,1124.943481445,0.0200705851883356,0.588327773942457
1073,AE-59,1148.372436523,0.0200766125730638,0.588401328018819
1074,AF-59,1021.077758789,0.0200823606585061,0.588471403395834
1075,AL-59,1149.479248047,0.0201053361836188,0.588736484126762
1076,AM-59,1182.614257812,0.0201090902111929,0.588781383239396
1077,AS-59,1011.617492676,0.0201262583452717,0.588990229655256
1078,AT-59,1017.935180664,0.0201281356904985,0.58901333316005
1079,AU-59,918.215270996,0.0201297906924225,0.589033927422884
1080,AV-59,1076.584716797,0.0201309770447011,0.589047753135153
1081,AW-59,1379.007202148,0.0201319885966456,0.589060330733115
1082,AX-59,1385.903564453,0.020132603980521,0.589067250931899
1083,AY-59,1189.375732422,0.0201330336981442,0.589072560739623
1084,AZ-59,985.956237793,0.0201330141419476,0.589072159748464
1085,BA-59,814.995056152,0.0201327523208121,0.589069173882814
1086,BB-59,722.912841797,0.0201322870647402,0.589063755301789
1087,BC-59,700.649841309,0.0201314066334319,0.589052477775523
1088,T-58,2147.948730469,0.020047571880184,0.58839040895544
1089,U-58,2050.768310547,0.0200564199850248,0.588499259652733
1090,V-58,1203.905273438,0.020064992850422,0.588604570660922
1091,W-58,1202.59777832,0.0200732897899911,0.588706347790867
1092,X-58,1467.573120117,0.0200813101386927,0.588804596755049
1093,Y-58,1667.018188477,0.0200890532525477,0.588899323158916
1094,Z-58,1561.835327148,0.0200965185091491,0.588990532492462
1095,AA-58,1076.686401367,0.0201037053078039,0.589078230121877
1096,AB-58,984.520935059,0.0201106130690505,0.58916242128146
1097,AC-58,1079.748901367,0.0201172412358517,0.589243111065852
1098,AD-58,1355.215332031,0.0201235892726288,0.589320304422247
1099,AE-58,1253.164428711,0.0201296566661711,0.589394006143035
1100,AI-58,1186.268432617,0.0201453748728113,0.5895697701795
1101,AJ-58,1179.126831055,0.0201498078100428,0.589623048125984
1102,AK-58,1331.466064453,0.0201544018478899,0.589679580063425
1103,AL-58,1294.275390625,0.0201583528625946,0.58972661257815
1104,AM-58,1464.349975586,0.0201622079972879,0.589773165278232
1105,AN-58,1729.726806641,0.0201658805612936,0.589817748229464
1106,AO-58,1438.1796875,0.0201691852767425,0.58985773387214
1107,AP-58,1347.378540039,0.0201723026139575,0.589895705239563
1108,AQ-58,1459.541503906,0.0201752798006538,0.589932318600889
1109,AS-58,953.45501709,0.0201796620415848,0.589984172775824
1110,AT-58,886.987182617,0.020181584678383,0.590008125363784
1111,AU-58,869.42791748,0.0201830645492009,0.590025890287484
1112,AV-58,1011.883422852,0.0201841858847445,0.590038899560914
1113,AW-58,1204.945068359,0.0201852064028429,0.590051431354751
1114,AX-58,1012.291809082,0.0201859004766476,0.590059958168842
1115,AY-58,860.636657715,0.0201862932201067,0.590064740273757
1116,AZ-58,750.311462402,0.0201864017444393,0.590065469439128
1117,BA-58,748.069641113,0.0201861129094354,0.590061620689812
1118,BB-58,707.718261719,0.0201857008931938,0.590057522694632
1119,BC-58,657.550537109,0.0201849924963113,0.59004881351061
1120,W-57,1094.801513672,0.0201263126792526,0.589704327646717
1121,X-57,1199.362792969,0.0201343863043633,0.589802785629248
1122,Y-57,1226.337890625,0.0201421808868076,0.589897711214546
1123,Z-57,1375.39074707,0.0201496957966469,0.589989110141872
1124,AA-57,1171.753173828,0.0201569304254008,0.590076988020405
1125,AB-57,1122.239624023,0.0201638841869567,0.590161350320836
1126,AC-57,1262.657836914,0.0201705565167458,0.590242202367239
1127,AD-57,1409.514404297,0.020176946873022,0.590319549329147
1128,AJ-57,1618.567016602,0.0202034948046901,0.590624520686034
1129,AK-57,1630.685668945,0.0202081715582096,0.590681591456418
1130,AL-57,1507.060791016,0.0202121410698197,0.590727533165593
1131,AM-57,2072.284423828,0.0202161165537404,0.590776660380566
1132,AN-57,2145.716308594,0.0202197466000911,0.590821253065346
1133,AO-57,1540.059448242,0.0202230402493626,0.590860601765068
1134,AP-57,1427.64074707,0.020226022859859,0.590895994290458
1135,AQ-57,1367.061157227,0.0202287901702505,0.590929264980946
1136,AR-57,1177.351928711,0.0202311887779132,0.590957313635245
1137,AS-57,1101.908935547,0.0202334160721875,0.590984420746412
1138,AT-57,1060.072265625,0.0202353823931105,0.591009181188402
1139,AU-57,1033.368408203,0.0202367996021451,0.591025794263064
1140,AV-57,1113.55065918,0.0202378451193681,0.591037518838239
1141,AW-57,1167.479003906,0.0202388510278269,0.591050173253296
1142,AX-57,1005.835144043,0.0202396735969046,0.591060426878151
1143,AY-57,822.654968262,0.0202401212858092,0.591065839244847
1144,AZ-57,765.87701416,0.0202400090681536,0.591063755405958
1145,BA-57,699.17791748,0.0202397831770327,0.591060491053198
1146,BB-57,679.921508789,0.0202396291575511,0.591060141340692
1147,W-56,1188.407226562,0.0201796884298346,0.590709103837871
1148,X-56,1107.403076172,0.0201878159440412,0.590807767928992
1149,Y-56,1058.500488281,0.0201956625874971,0.59090288980964
1150,Z-56,1179.454101562,0.020203227722277,0.590994475476271
1151,AA-56,1098.177734375,0.0202105107324826,0.591082530788778
1152,AB-56,1070.678466797,0.0202175110245264,0.591167061461747
1153,AC-56,1408.079956055,0.0202242280271037,0.591248073056082
1154,AD-56,1544.053344727,0.0202306611913627,0.591325570970751
1155,AJ-56,1577.641235352,0.0202575798543592,0.59163335002521
1156,AK-56,1682.831542969,0.020262137601037,0.591687951630651
1157,AL-56,1871.970092773,0.0202661875333945,0.591735351283767
1158,AM-56,2596.050292969,0.0202701984480882,0.591784594695992
1159,AN-56,2067.356689453,0.0202738538726379,0.591829126206301
1160,AO-56,1705.486450195,0.0202770538095933,0.591866883036203
1161,AP-56,1550.06237793,0.0202801622942843,0.591904378378174
1162,AQ-56,1336.553466797,0.0202828885998656,0.591936435809973
1163,AR-56,1220.247070312,0.0202853446267426,0.591965625354256
1164,AS-56,1346.190063477,0.0202873908273062,0.591989762572232
1165,AT-56,1480.033081055,0.0202892895116378,0.592013207463516
1166,AU-56,1418.078735352,0.020290769555416,0.592031084588069
1167,AV-56,1441.688842773,0.0202919114324942,0.592043825500635
1168,AW-56,1412.000976562,0.0202930624652851,0.592057781930191
1169,AX-56,1096.332763672,0.0202939573291729,0.592069498883871
1170,AY-56,909.266601562,0.0202942264321138,0.592072540997415
1171,AZ-56,839.756469727,0.020294115920187,0.592070109612501
1172,BA-56,739.096008301,0.0202939202316372,0.592067880608609
1173,BB-56,671.872497559,0.0202935312329089,0.592064235898265
1174,Z-55,1098.918701172,0.0202571174965271,0.592006692058242
1175,AA-55,1078.642456055,0.0202644494475237,0.592094921870642
1176,AB-55,1058.953735352,0.0202714968084194,0.592179618031574
1177,AC-55,1255.591308594,0.0202782590007757,0.592260786346317
1178,AD-55,1361.515136719,0.0202847354689197,0.592338432450635
1179,AK-55,1447.621582031,0.0203163837125828,0.592700731023797
1180,AL-55,1933.239257812,0.0203204864780986,0.592749074331635
1181,AM-55,2160.379394531,0.0203244971228287,0.592797089280572
1182,AN-55,2071.912597656,0.0203282944600005,0.59284272540277
1183,AO-55,1860.637695312,0.0203315342849066,0.592881075809515
1184,AP-55,1490.382324219,0.0203347550511097,0.592920568253697
1185,AQ-55,1562.565673828,0.0203374354370993,0.592951621569719
1186,AR-55,1466.199829102,0.020339843624825,0.592980148773697
1187,AS-55,1548.579956055,0.0203418527270429,0.593003503953079
1188,AT-55,1690.872558594,0.0203436373437569,0.593025066435116
1189,AU-55,1670.361572266,0.0203452922799983,0.59304501345754
1190,AV-55,1501.260375977,0.0203465999341574,0.593060073780026
1191,AW-55,1441.233886719,0.020347581763545,0.593071956913254
1192,AX-55,1136.137817383,0.0203483558819499,0.593082266291833
1193,AY-55,986.435913086,0.0203486171959,0.59308467581841
1194,AZ-55,927.524414062,0.0203486773962709,0.593084630614964
1195,BA-55,788.703735352,0.0203485379089585,0.593083402546004
1196,BB-55,700.725402832,0.0203479351422402,0.593076245176123
1197,AL-54,1368.381469727,0.0203752548145104,0.593769926094589
1198,AM-54,1638.514770508,0.0203792132241745,0.593816996255173
1199,AN-54,2058.890136719,0.0203829925852546,0.59386203937707
1200,AO-54,1987.000610352,0.0203864836355621,0.593903933948218
1201,AP-54,1680.203979492,0.0203895613400533,0.593941376843774
1202,AQ-54,1988.327636719,0.020392044240424,0.593969986825157
1203,AR-54,1650.005004883,0.0203944099981754,0.593997683926332
1204,AS-54,1900.676269531,0.0203966052761899,0.594023578095743
1205,AT-54,1722.697387695,0.0203985289320485,0.594046134316318
1206,AU-54,1420.925170898,0.0204001844756334,0.594066050313374
1207,AV-54,1280.543212891,0.0204015146234013,0.594082169906996
1208,AW-54,1220.187866211,0.020402397127981,0.594092369113719
1209,AX-54,1204.082275391,0.0204031582913728,0.594101776462597
1210,AY-54,1046.424316406,0.0204035390560477,0.594105547941222
1211,AZ-54,891.693969727,0.0204035554973814,0.594105453300548
1212,BA-54,828.684875488,0.0204033658991349,0.594103302320493
1213,BB-54,714.44934082,0.0204027818158039,0.594096076113589
1214,AF-53,1579.518432617,0.0204003446430079,0.594444450567722
1215,AL-53,1144.105834961,0.0204300291901944,0.594794436812329
1216,AM-53,1240.579956055,0.0204341217013422,0.594842328123649
1217,AN-53,1346.512329102,0.0204378900438087,0.594887178037741
1218,AO-53,1596.856933594,0.0204413851850944,0.594929081845969
1219,AP-53,1639.942993164,0.0204445638842969,0.594966845803619
1220,AQ-53,1650.964233398,0.0204472511663454,0.594997598798091
1221,AR-53,1722.803222656,0.0204498385281795,0.59502806511617
1222,AS-53,1932.377319336,0.020451942088215,0.595052498864867
1223,AT-53,1522.401855469,0.0204537863729541,0.595074145288001
1224,AU-53,1168.28112793,0.0204555491025786,0.595095590585859
1225,AV-53,921.383666992,0.0204568074623523,0.595110505820744
1226,AW-53,844.414001465,0.0204577342128118,0.595120993091715
1227,AX-53,1039.396972656,0.0204584914275685,0.595130573487911
1228,AY-53,1259.021728516,0.020458701512112,0.59513226220832
1229,AZ-53,927.996704102,0.020458728062188,0.59513212316617
1230,BA-53,800.100891113,0.020458373756945,0.59512715039248
1231,BB-53,717.278808594,0.0204579327115866,0.59512259826167
1232,AG-52,1715.395507812,0.0204615581594112,0.595549054566378
1233,AI-52,1796.763793945,0.0204719896598249,0.595671074823945
1234,AL-52,1056.848754883,0.0204857361815982,0.59583288428756
1235,AM-52,1191.674438477,0.0204894827217004,0.595875374855845
1236,AN-52,1425.37097168,0.0204933589106417,0.595922138631609
1237,AO-52,1545.213989258,0.0204967881405764,0.595962109096008
1238,AP-52,1370.313476562,0.0205000054795192,0.596000173778778
1239,AQ-52,1294.211303711,0.0205026735146276,0.596030124900402
1240,AR-52,1359.794555664,0.0205052382727473,0.596060520852947
1241,AS-52,1454.530761719,0.0205075404740143,0.596087702291638
1242,AT-52,1286.462158203,0.0205094355484476,0.596109750714307
1243,AU-52,1109.412231445,0.0205110522534113,0.596129183976845
1244,AV-52,863.174438477,0.0205123409146495,0.596144320755095
1245,AW-52,753.84777832,0.0205133054523827,0.596155630014242
1246,AX-52,767.448730469,0.0205140348792341,0.596164384240856
1247,AY-52,875.649902344,0.0205142572806025,0.596166165723735
1248,AZ-52,772.526550293,0.020514205282673,0.59616524283576
1249,BA-52,736.210083008,0.0205135024638778,0.59615457010403
1250,AG-51,1670.601196289,0.0205170904947067,0.596588203026023
1251,AH-51,1833.28125,0.0205228149289383,0.596655685187663
1252,AI-51,2153.311523438,0.0205278245447573,0.596712477303846
1253,AL-51,1251.350708008,0.0205415153528321,0.596873847994023
1254,AM-51,1370.409301758,0.0205453469000503,0.596918124640829
1255,AN-51,1522.684082031,0.0205492654666273,0.596965344231283
1256,AO-51,1390.26574707,0.0205526551607136,0.597003911404192
1257,AP-51,1094.165039062,0.0205558813650413,0.59704094328883
1258,AQ-51,994.652709961,0.0205585437203126,0.597070660034318
1259,AR-51,1042.46496582,0.0205610272774095,0.597099837264491
1260,AS-51,1101.963623047,0.0205633487223054,0.597128441419596
1261,AT-51,1170.434936523,0.020565153549839,0.597148563541815
1262,AU-51,1076.677856445,0.0205669408421016,0.597169737507128
1263,AV-51,916.025512695,0.020568375368768,0.597186852269291
1264,AW-51,795.763977051,0.0205694053295389,0.597198884454349
1265,AX-51,707.245300293,0.0205700315832544,0.59720613556481
1266,AY-51,705.516967773,0.0205702339902345,0.597207194738374
1267,AZ-51,707.583435059,0.0205704675398835,0.59721037707249
1268,AD-50,1580.206665039,0.0205546792473967,0.59742070836367
1269,AG-50,1413.278686523,0.0205730458835944,0.597635344642137
1270,AH-50,1692.171630859,0.0205787509392792,0.597702774572598
1271,AL-50,1713.398071289,0.02059788414374,0.597924190515133
1272,AM-50,1601.964233398,0.0206019521458529,0.597971519463803
1273,AN-50,1414.552856445,0.0206059041800017,0.598018356089212
1274,AO-50,1143.564819336,0.020609198135574,0.598055383435803
1275,AP-50,1061.197875977,0.0206122475596544,0.598090963442473
1276,AQ-50,1204.994628906,0.0206147593728758,0.59811833138225
1277,AR-50,1188.015991211,0.0206174070011826,0.598149952062405
1278,AS-50,1092.537475586,0.0206196861383603,0.598176470843176
1279,AT-50,1012.932556152,0.0206215118813873,0.598196920288979
1280,AU-50,991.030029297,0.0206233505695934,0.598219615120654
1281,AV-50,1015.54095459,0.0206248981859858,0.59823791923287
1282,AW-50,954.144958496,0.0206258521346001,0.598248025792443
1283,AX-50,814.848571777,0.0206266404336404,0.598257745939623
1284,AY-50,721.829528809,0.0206269438508002,0.598260344924149
1285,AC-49,1464.971435547,0.0206043461862464,0.598399578231651
1286,AD-49,1609.291137695,0.0206109435832502,0.598475167666637
1287,AG-49,1696.369628906,0.0206295000164687,0.598691244264822
1288,AH-49,1843.646606445,0.0206350342213568,0.598754831177164
1289,AK-49,1989.860595703,0.0206502350896756,0.598931730633738
1290,AL-49,1996.610107422,0.020654493398709,0.598980690823036
1291,AM-49,1323.919189453,0.0206585629141642,0.599027405898686
1292,AN-49,1130.53137207,0.0206624518935286,0.599072619337767
1293,AO-49,1089.958496094,0.0206656401355474,0.599108117017553
1294,AP-49,1169.767822266,0.0206690628492794,0.599149649316544
1295,AQ-49,1113.081420898,0.0206715774461088,0.599176035962595
1296,AR-49,993.517700195,0.0206742183677164,0.599207423706046
1297,AS-49,967.48034668,0.0206764253673413,0.5992315978892
1298,AT-49,804.57800293,0.0206784778728348,0.599254949612069
1299,AU-49,753.489807129,0.0206804204091497,0.599279937636071
1300,AV-49,895.190673828,0.0206815623343175,0.599293226887344
1301,AW-49,990.583374023,0.0206823827947744,0.59930142357915
1302,AX-49,889.055541992,0.0206834599118437,0.599314916206886
1303,AY-49,778.23425293,0.0206838176353301,0.599318627482546
1304,AE-48,1842.412841797,0.0206743295051979,0.599616328982922
1305,AG-48,1838.609375,0.0206863593691082,0.599754547398012
1306,AH-48,2092.885986328,0.0206919182008676,0.59981807589635
1307,AI-48,2117.584960938,0.0206973112310891,0.599880849302678
1308,AJ-48,2397.406738281,0.0207023025728859,0.599938212246486
1309,AL-48,1655.162719727,0.0207115137495038,0.600043771249047
1310,AM-48,1572.551147461,0.0207156804046491,0.600091797029327
1311,AN-48,1617.466918945,0.0207194625914724,0.600135318725903
1312,AO-48,1589.881713867,0.0207227308021203,0.600171428352876
1313,AP-48,1251.072021484,0.0207262759234794,0.600214388557593
1314,AQ-48,1003.972900391,0.0207290454042663,0.600244875310463
1315,AR-48,890.809692383,0.0207315090961657,0.60027188686401
1316,AS-48,784.099487305,0.0207335744045309,0.600295417469945
1317,AV-48,679.407165527,0.0207388575599623,0.600357781111654
1318,AW-48,721.435913086,0.020739608216644,0.600365369535911
1319,AF-47,1820.196777344,0.0207377432890041,0.600759078612713
1320,AH-47,1984.922973633,0.020749301116922,0.600890541302062
1321,AI-47,2319.827636719,0.0207546810043198,0.600952377343802
1322,AJ-47,2700.032958984,0.02075970863919,0.601010139290772
1323,AK-47,2377.107910156,0.0207643959035693,0.601063471282569
1324,AL-47,2012.681030273,0.0207688958494572,0.601115124036485
1325,AM-47,1720.844604492,0.02077293095806,0.601160559353716
1326,AN-47,1578.448852539,0.0207768053751209,0.601205064944227
1327,AO-47,1571.905883789,0.020780229684334,0.601243054829381
1328,AP-47,1160.626342773,0.0207835960798803,0.601283116457419
1329,AQ-47,978.934326172,0.020786295638473,0.601313538099985
1330,AR-47,1033.584594727,0.02078861041268,0.601338028815986
1331,AS-47,963.119018555,0.0207909550296534,0.601365328960925
1332,AH-46,2127.948486328,0.0208070540445817,0.601970003785456
1333,AI-46,2629.801025391,0.0208124475021805,0.602031569394046
1334,AJ-46,2760.798339844,0.0208175288380801,0.602089387615212
1335,AK-46,3056.361572266,0.0208221847964865,0.602141502896173
1336,AL-46,2752.736083984,0.0208267360056027,0.602194150291052
1337,AM-46,2268.265136719,0.0208307504611867,0.602239051516276
1338,AN-46,1690.315307617,0.0208345232262559,0.602281793198181
1339,AO-46,1323.686523438,0.0208379887673971,0.602320859466684
1340,AP-46,1328.760864258,0.0208413572347439,0.602360023809637
1341,AQ-46,1651.587768555,0.0208441910643558,0.602391368828677
1342,AR-46,1287.747680664,0.0208467061724065,0.602419096456836
1343,AS-46,1055.182495117,0.0208491226623977,0.60244660319414
1344,AT-46,880.077941895,0.0208511304944352,0.602469330568772
1345,AU-46,810.001953125,0.0208528274067703,0.602489573771754
1346,AV-46,749.812988281,0.0208539252446514,0.602500409459862
1347,AH-45,2419.246582031,0.0208648578977773,0.603053096083414
1348,AI-45,2683.568115234,0.0208703351584063,0.603115469621274
1349,AJ-45,2761.198242188,0.02087550863817,0.603174176776294
1350,AK-45,3201.217285156,0.0208802037864757,0.603225880524846
1351,AL-45,3172.15625,0.0208847546213349,0.603277567358798
1352,AM-45,2572.770996094,0.0208889213462697,0.603324347684967
1353,AN-45,2301.238525391,0.0208927918162374,0.603367654624123
1354,AO-45,2068.841552734,0.0208963788726209,0.603408061699199
1355,AP-45,1470.14453125,0.0208997199568444,0.603446533510333
1356,AQ-45,1169.826171875,0.0209025628702761,0.603478021522025
1357,AR-45,1105.349975586,0.0209051707853121,0.603507213477528
1358,AS-45,959.429077148,0.0209074087754146,0.60353198996925
1359,AT-45,824.870056152,0.0209094676106787,0.603555561349249
1360,AU-45,817.000854492,0.0209111764351775,0.603574984057628
