OBJECTID,GRID_ID,tas,Shape__Area,Shape__Length
420,AS-84,9.15582943,0.0189001205932726,0.566171150753149
421,AT-84,9.959067345,0.018901449856557,0.566188322316589
422,AU-84,10.10887146,0.0189027342276518,0.566206062105621
423,AV-84,10.175714493,0.0189037823907796,0.566219662691936
424,AW-84,10.202550888,0.0189046494093574,0.566231180770747
425,AX-84,10.742683411,0.0189052787923529,0.566240025650151
426,AY-84,10.772937775,0.0189056279658857,0.566244648488695
427,AZ-84,10.585133553,0.0189056060356165,0.566243686395597
428,BA-84,10.411197662,0.0189054680148431,0.566242531371002
429,BB-84,10.30527401,0.0189049714857674,0.566235101163342
430,BC-84,9.874416351,0.0189046128810659,0.56623053538993
431,BD-84,9.871603966,0.0189036871853041,0.566218021480703
432,BE-84,9.845894814,0.0189023925904053,0.566200463096362
433,BF-84,10.094974518,0.0189009591260856,0.566181226289144
434,BG-84,10.397233963,0.0188993420577397,0.566160911440736
435,BH-84,10.438993454,0.0188974171072616,0.56613494395927
436,BI-84,10.463322639,0.0188953599201653,0.566106849533585
437,BJ-84,10.587651253,0.0188932040506153,0.566078856741073
438,BK-84,10.630175591,0.0188905994124127,0.566043826081439
439,BL-84,10.57349968,0.0188874181995908,0.565999638018492
440,BM-84,10.247397423,0.0188847507029077,0.565965373714611
441,BN-84,10.15866375,0.0188812102234301,0.565916649828654
442,BO-84,10.373174667,0.0188777520185415,0.565871041759093
443,BP-84,10.422692299,0.0188739268239715,0.565819413941854
444,BQ-84,10.4604702,0.0188696908525436,0.565761896458678
445,BR-84,10.801620483,0.0188654559097934,0.565705525842837
446,BS-84,10.83823967,0.0188610124812953,0.565646754521289
447,AL-83,9.779005051,0.0189163920580455,0.566592351848537
448,AM-83,9.559108734,0.018930813515226,0.566819777429748
449,AN-83,9.402358055,0.0189338184866727,0.566859696333299
450,AO-83,8.57153511,0.0189367072594564,0.56689855993343
451,AP-83,7.744896412,0.0189391585202259,0.566930621772847
452,AQ-83,8.460767746,0.0189414250880588,0.566960529716617
453,AR-83,9.28427124,0.0189435867582262,0.566989761914732
454,AS-83,8.529809952,0.0189456459455926,0.567018284472973
455,AT-83,9.510373116,0.0189467006031379,0.56702966579085
456,AU-83,10.090581894,0.0189481367358013,0.567049507589461
457,AV-83,9.906346321,0.0189493823713462,0.567066991732642
458,AW-83,9.894349098,0.0189499297048386,0.567073310256842
459,AX-83,10.530889511,0.0189505788717099,0.567082356514725
460,AY-83,10.593070984,0.0189511435867615,0.567090692191327
461,AZ-83,10.395647049,0.0189509980846623,0.567087725622719
462,BA-83,10.234639168,0.0189508473978819,0.567086401801733
463,BB-83,10.339608192,0.0189502058535993,0.567077490075541
464,BC-83,10.183566093,0.018949737422929,0.567071371831192
465,BD-83,9.858752251,0.0189492002386586,0.567064415753569
466,BE-83,9.899469376,0.0189477826857178,0.567044129617299
467,BF-83,10.296739578,0.0189463378671242,0.567025410885259
468,BG-83,10.245344162,0.0189448461766695,0.567005678321381
469,BH-83,10.371340752,0.0189430925894225,0.566982937824905
470,BI-83,10.476389885,0.0189407923773919,0.566952205774053
471,BJ-83,10.563206673,0.018938511950338,0.566922272447858
472,BK-83,10.45416832,0.0189361203425296,0.566891213776395
473,BL-83,10.757736206,0.0189329370521225,0.566847026297076
474,BM-83,10.477240562,0.0189297838978817,0.566804709560799
475,BN-83,10.29698658,0.0189265101015241,0.566760988979341
476,BO-83,10.30265522,0.018922792881181,0.566711325343796
477,BP-83,10.309012413,0.0189191651859986,0.566664308566823
478,BQ-83,10.468464851,0.0189147113870867,0.566602255018432
479,BR-83,10.484669685,0.0189107023525956,0.566549849366278
480,BS-83,10.639957428,0.0189062647603393,0.566490916122866
481,BT-83,10.69916153,0.0189015893894648,0.566428071075776
482,AN-82,9.531425476,0.0189795012803415,0.567709958657384
483,AO-82,9.209527016,0.0189822367646997,0.567746260844199
484,AP-82,7.929712772,0.0189847855225054,0.567779971378535
485,AQ-82,8.199811935,0.018987113707098,0.567810794863923
